nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1,santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1,spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1,Textrank_rouge1_P,Textrank_rouge1_R,Textrank_rouge1_F1
0.9154929577464788,0.7303370786516854,0.8124999950632813,0.979591836734694,0.5393258426966292,0.6956521693331232,0.9594594594594594,0.797752808988764,0.8711656392141217,1.0,0.8089887640449438,0.8944099329439451
0.9264705882352942,0.6847826086956522,0.7874999951125001,0.8928571428571429,0.5434782608695652,0.675675670971512,0.958904109589041,0.7608695652173914,0.848484843551148,1.0,0.6956521739130435,0.8205128156738988
0.925,0.676829268292683,0.7816901359650863,0.9528301886792452,0.6158536585365854,0.7481481433788753,0.9696969696969696,0.7804878048780488,0.8648648599233018,1.0,0.5792682926829268,0.7335907289456032
0.9834710743801652,0.6574585635359116,0.7880794653960354,0.9703703703703704,0.7237569060773481,0.8291139191565856,0.9805194805194806,0.8342541436464088,0.9014925323459124,1.0,0.6132596685082873,0.7602739678900826
0.958904109589041,0.7070707070707071,0.813953483486344,0.945945945945946,0.7070707070707071,0.8092485500177086,0.987012987012987,0.7676767676767676,0.8636363587144886,1.0,0.7777777777777778,0.8749999950781251
0.9558823529411764,0.7142857142857143,0.8176100579977058,1.0,0.6813186813186813,0.8104575115195011,0.972972972972973,0.7912087912087912,0.872727267780349,1.0,0.6923076923076923,0.8181818133471075
0.936842105263158,0.6544117647058824,0.7705627657202826,0.978021978021978,0.6544117647058824,0.7841409643594869,0.971153846153846,0.7426470588235294,0.8416666617555556,1.0,0.4558823529411764,0.6262626219610244
0.796875,0.4678899082568807,0.589595371060844,0.881578947368421,0.6146788990825688,0.7243243194834187,0.9315068493150684,0.6238532110091743,0.7472527424483759,0.984375,0.5779816513761468,0.728323694760266
0.8974358974358975,0.6542056074766355,0.7567567518796202,0.9375,0.4205607476635514,0.5806451570147764,0.9887640449438202,0.822429906542056,0.8979591787156395,1.0,0.7850467289719626,0.8795811469049643
0.9594594594594594,0.7319587628865979,0.8304093518156014,0.9571428571428572,0.6907216494845361,0.8023952047115351,0.9615384615384616,0.7731958762886598,0.857142852201796,1.0,0.5670103092783505,0.7236842059080679
0.9027777777777778,0.6074766355140186,0.7262569784313847,0.9411764705882352,0.5981308411214953,0.731428566676898,0.9629629629629628,0.7289719626168224,0.8297872291381847,1.0,0.7009345794392523,0.824175819330395
0.918918918918919,0.6938775510204082,0.7906976695159545,0.9903846153846154,0.7006802721088435,0.8207171266208474,0.972027972027972,0.9455782312925172,0.9586206846561236,1.0,0.5102040816326531,0.6756756712016071
0.9117647058823528,0.6526315789473685,0.7607361914562084,0.9466666666666668,0.7473684210526316,0.835294112716263,0.9294117647058824,0.8315789473684211,0.8777777727932099,1.0,0.5578947368421052,0.7162162116188824
0.953125,0.7011494252873564,0.8079470149835534,0.9230769230769232,0.5517241379310345,0.6906474773314011,0.9411764705882352,0.735632183908046,0.8258064466880334,1.0,0.9885057471264368,0.994219648179358
0.9574468085106383,0.75,0.8411214904009083,1.0,0.7833333333333333,0.8785046679710019,1.0,0.8333333333333334,0.9090909041322316,1.0,0.9833333333333332,0.9915966336558152
0.9574468085106383,0.7894736842105263,0.8653846104308432,0.9574468085106383,0.7894736842105263,0.8653846104308432,0.9818181818181818,0.9473684210526316,0.9642857092873088,1.0,0.7192982456140351,0.8367346890108289
