spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1
0.9433962264150944,0.8620689655172413,0.9009008959110463
0.9777777777777777,0.9361702127659575,0.9565217341327977
0.9555555555555556,0.7962962962962963,0.868686863728191
0.9814814814814815,0.9298245614035088,0.9549549499586073
0.9705882352941176,0.7333333333333333,0.8354430330716232
0.9879518072289156,0.9318181818181818,0.9590643224896549
0.984375,0.9402985074626866,0.9618320560713246
1.0,0.8666666666666667,0.9285714235969389
0.9180327868852459,0.8,0.854961827084669
0.9807692307692307,0.9807692307692307,0.9807692257692308
0.7088607594936709,0.7887323943661971,0.7466666616808889
0.9866666666666667,0.8314606741573034,0.9024390194266807
0.9629629629629629,0.896551724137931,0.9285714235778062
1.0,0.8571428571428571,0.9230769181065088
0.9863013698630136,0.9,0.9411764655987015
0.9818181818181818,0.7714285714285715,0.8639999950720001
0.9594594594594594,0.797752808988764,0.8711656392141217
0.958904109589041,0.7608695652173914,0.848484843551148
0.9696969696969697,0.7804878048780488,0.8648648599233018
0.9805194805194806,0.8342541436464088,0.9014925323459123
0.987012987012987,0.7676767676767676,0.8636363587144886
0.972972972972973,0.7912087912087912,0.872727267780349
0.9711538461538461,0.7426470588235294,0.8416666617555556
0.9315068493150684,0.6238532110091743,0.7472527424483759
0.9887640449438202,0.822429906542056,0.8979591787156395
0.9615384615384616,0.7731958762886598,0.857142852201796
0.9629629629629629,0.7289719626168224,0.8297872291381847
0.972027972027972,0.9455782312925171,0.9586206846561237
0.9294117647058824,0.8315789473684211,0.8777777727932099
0.9411764705882353,0.735632183908046,0.8258064466880334
1.0,0.8333333333333334,0.9090909041322315
0.9818181818181818,0.9473684210526315,0.9642857092873087
1.0,0.9058823529411765,0.9506172789628107
0.9761904761904762,0.82,0.8913043428638943
0.9848484848484849,0.8783783783783784,0.9285714235877551
0.987012987012987,0.8941176470588236,0.9382715999504649
1.0,0.8390804597701149,0.9124999950382813
0.975,0.8478260869565217,0.9069767392103841
0.9285714285714286,0.6419753086419753,0.7591240827577388
1.0,0.9016393442622951,0.9482758570823425
0.9090909090909091,0.7246376811594203,0.8064516079669616
0.9875,0.8777777777777778,0.9294117597231835
0.9558823529411765,0.8552631578947368,0.90277777279321
0.9625,0.77,0.855555550617284
0.96875,0.775,0.8611111061728397
0.9696969696969697,0.8888888888888888,0.9275362268935098
1.0,0.9230769230769231,0.959999995008
0.9696969696969697,0.7191011235955056,0.8258064467229969
0.9833333333333333,0.7866666666666666,0.8740740691358024
0.9473684210526315,0.5070422535211268,0.6605504541738911
1.0,0.8974358974358975,0.9459459409605553
0.9148936170212766,0.6323529411764706,0.7478260821232514
0.9,0.8275862068965517,0.8622754441105813
0.989247311827957,0.8363636363636363,0.9064039359217646
0.9833333333333333,0.7972972972972973,0.880597009979951
1.0,0.7909090909090909,0.8832487260326213
0.9669421487603306,0.8602941176470589,0.9105058315929083
1.0,0.8433734939759037,0.9150326747746594
0.9902912621359223,0.85,0.9147982013070843
1.0,0.88,0.9361702077863288
1.0,0.8823529411764706,0.9374999950195313
0.9318181818181818,0.7663551401869159,0.8410256360731098
1.0,0.9523809523809523,0.9756097511005354
1.0,0.8135593220338984,0.8971962567350861
1.0,0.8653846153846154,0.9278350465724308
0.9833333333333333,0.8805970149253731,0.9291338532829067
1.0,0.8363636363636363,0.9108910841486129
1.0,0.8653846153846154,0.9278350465724308
1.0,0.8859649122807017,0.9395348787392105
0.9838709677419355,0.782051282051282,0.8714285664938777
1.0,0.78125,0.8771929775315482
0.9622641509433962,0.8225806451612904,0.8869565167697543
0.9807692307692307,0.796875,0.8793103398810939
1.0,0.6530612244897959,0.7901234520103644
0.975,0.7647058823529411,0.8571428522159159
