santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1
0.948051948051948,0.776595744680851,0.8538011646400602
0.989010989010989,0.7377049180327869,0.8450704176411207
1.0,0.90625,0.9508196671432412
0.9722222222222222,0.7446808510638298,0.8433734890637248
0.96875,0.8157894736842105,0.8857142807510204
0.9824561403508771,0.7088607594936709,0.8235294068955451
1.0,0.9743589743589743,0.9870129820138304
0.9038461538461539,0.6527777777777778,0.7580645112591051
1.0,0.9090909090909091,0.9523809473922903
0.9811320754716981,0.8,0.8813559272550991
1.0,0.6133333333333333,0.7603305737996039
0.921875,0.6344086021505376,0.7515923518584934
0.9076923076923077,0.7108433734939759,0.7972972923712565
0.9444444444444444,0.6538461538461539,0.7727272678925621
0.9775280898876404,0.6541353383458647,0.7837837789801965
0.9818181818181818,0.6923076923076923,0.812030070337498
0.9787234042553191,0.6133333333333333,0.7540983559191079
0.9583333333333334,0.575,0.7187499953125001
0.926829268292683,0.6333333333333333,0.7524752427016961
0.9642857142857143,0.6,0.739726022668418
0.85,0.6538461538461539,0.739130429867675
0.9473684210526315,0.72,0.8181818132747933
1.0,0.7325581395348837,0.8456375790117563
0.9491525423728814,0.7466666666666667,0.8358208905936736
0.9333333333333333,0.65625,0.7706421969867857
0.9354838709677419,0.7160493827160493,0.8111888062770796
0.9850746268656716,0.6666666666666666,0.7951807180773697
0.926829268292683,0.6031746031746031,0.7307692259929734
1.0,0.8222222222222222,0.9024390194378347
0.96875,0.7209302325581395,0.8266666617742222
0.9743589743589743,0.8085106382978723,0.8837209252758248
0.9545454545454546,0.75,0.8399999950720001
0.96875,0.6888888888888889,0.805194800337325
0.9347826086956522,0.7678571428571429,0.8431372499500194
1.0,0.7313432835820896,0.844827581327289
0.9710144927536232,0.6907216494845361,0.8072289108049064
0.9333333333333333,0.7,0.7999999951020409
1.0,0.7840909090909091,0.8789808867929734
0.9661016949152542,0.7916666666666666,0.8702290026828274
1.0,0.7926829268292683,0.884353736563469
0.9761904761904762,0.7522935779816514,0.849740927726382
0.9473684210526315,0.7659574468085106,0.847058818585467
