nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1
0.974025974025974,0.8152173913043478,0.8875739595364308
0.8301886792452831,0.6027397260273972,0.6984126935386749
0.9512195121951219,0.7090909090909091,0.8124999951063369
0.9777777777777777,0.7787610619469026,0.8669950689558107
0.8235294117647058,0.6086956521739131,0.6999999951125
1.0,0.8854961832061069,0.9392712500791687
0.8214285714285714,0.6571428571428571,0.7301587252204584
0.9076923076923077,0.7564102564102564,0.8251748202161476
0.963963963963964,0.8492063492063492,0.9029535815179192
0.92,0.5897435897435898,0.7187499952392579
0.9574468085106383,0.7377049180327869,0.8333333284173526
0.9807692307692307,0.7611940298507462,0.8571428522223008
0.9310344827586207,0.7397260273972602,0.8244274759815863
0.9302325581395349,0.7142857142857143,0.8080808031670239
0.9272727272727272,0.7183098591549296,0.8095238046044345
0.9682539682539683,0.782051282051282,0.8652482220069414
0.9583333333333334,0.7540983606557377,0.8440366923188284
0.9809523809523809,0.824,0.8956521689508508
0.9111111111111111,0.803921568627451,0.8541666616861979
0.9625,0.7475728155339806,0.84153004972379
0.97,0.8660714285714286,0.9150943346386615
0.8484848484848485,0.5957446808510638,0.699999995153125
0.9622641509433962,0.8095238095238095,0.8793103398647444
0.9736842105263158,0.6851851851851852,0.8043478212381854
0.9534883720930233,0.8367346938775511,0.8913043428473535
0.90625,0.6590909090909091,0.7631578898614959
0.9764705882352941,0.8924731182795699,0.9325842646730211
0.9038461538461539,0.7014925373134329,0.7899159614659983
0.9827586206896551,0.8028169014084507,0.8837209252833365
0.8524590163934426,0.7222222222222222,0.7819548822522472
0.92,0.6764705882352942,0.7796610120654985
1.0,0.8809523809523809,0.9367088557795226
1.0,0.7631578947368421,0.8656716368812655
0.9482758620689655,0.7971014492753623,0.8661417273209747
0.9672131147540983,0.7972972972972973,0.874074069120439
0.8472222222222222,0.7011494252873564,0.7672955925287767
0.9733333333333334,0.8111111111111111,0.8848484798898073
0.9253731343283582,0.7948717948717948,0.8551724088218788
0.9655172413793104,0.7466666666666667,0.842105258239584
0.918918918918919,0.5230769230769231,0.6666666620434449
0.9759036144578314,0.8181818181818182,0.890109885148533
0.9791666666666666,0.7833333333333333,0.8703703654320989
1.0,0.8734177215189873,0.9324324274552593
1.0,0.6666666666666666,0.7999999952000001
0.9642857142857143,0.8571428571428571,0.9075630202273851
0.8947368421052632,0.6666666666666666,0.7640449389269032
0.9318181818181818,0.7454545454545455,0.8282828233445567
0.9411764705882353,0.8888888888888888,0.9142857092897959
